Product Name,Category,Sale Price
Xtra Care Baby Diaper L Size,Baby DIAPERS/Baby Wipes,640.0
Xtra Care Baby Diaper M Size,Baby DIAPERS/Baby Wipes,580.0
Xtra Care Baby Diaper S Size,Baby DIAPERS/Baby Wipes,520.0
Xtra Care Baby Diaper X-L Size,Baby DIAPERS/Baby Wipes,715.0
Yaghout Candy S 130,Plastic Items House Hold Utensils,200.0
Life Style Ispaghol Husk 25 gm(66),Ispaghol,195.0
Yellow Label Green Tea Bag 25S 1.3 Gms(Lemon)(16),Green Tea,200.0
Yellow Label Green Tea Bag 25S 1.3 Gms(Mint) (16),Green Tea,149.0
Yellow Label Green Tea Bag 25S 1.3 Gms(Plain) (16),Green Tea,300.0
Yellow Label Tea Bags 50S100 Gms (16),Tea Bag,598.0
Yellow Label Tea Bags 100S 200 Gms (16),Tea Bag,1190.0
Young Mayonaise-100M P/B (06),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",254.0
Zagros Candy 129,Plastic Items House Hold Utensils,200.0
Zaiqa B/Pati 10Kg (1A)(PG),Ghee,1877.0
Zaiqa B/Pati 2.5Kg (1A)(PG),Ghee,490.0
Zaiqa B/Pati 2.5Kg Tin(1A)(PG),Ghee,480.0
Zaiqa B/Pati 5Kg (1A)(PG),Ghee,950.0
Zaiqa B/Pati 5Kg Pp (1A)(PG),Ghee,184.0
Zaiqa B/Pati 5Kg Tin (1A)(PG),Ghee,940.0
Zaiqa C/ Oil 10 Ltr Can(1A),Cooking Oil,1910.0
Zaiqa C/ Oil 3 Ltr Btl(1A),Cooking Oil,593.0
Zaiqa C/ Oil 5 Ltr (1A),Cooking Oil,187.0
Zaiqa C/ Oil 5 Ltr Btl (1A),Cooking Oil,988.0
Zaiqa C/ Oil 5Ltr Tin (1A),Cooking Oil,950.0
Marvel Zarda Color 15  gm (Marvel),Spices,65.0
Zeera Family Pack 96(59),Snacks (Biscuits Cake Chips),29.0
Zeera Innovative Rs. 15(59),Snacks (Biscuits Cake Chips),15.0
Zeera Innovative Rs. 5(59),Snacks (Biscuits Cake Chips),5.0
Zeera Mini H/R(59),Snacks (Biscuits Cake Chips),10.0
Zeera Plus 44 Gm,Snacks (Biscuits Cake Chips),12.0
Zeera Plus Family Pack 144 Gm ,Snacks (Biscuits Cake Chips),39.0
Zeera Ticky Pack 24*18(59),Snacks (Biscuits Cake Chips),5.0
Zeera Value Pack 12*12(59),Snacks (Biscuits Cake Chips),15.0
Badshah Super Kernal Rice 1Kg ,Rice,227.0
Badshah Super Kernal Rice 5Kg ,Rice,1134.0
Bahoo Supreme quality soap 375Gm 4S(23),Washing Soaps,345.0
Bahoo Washing Soap 500 Gm(23),Washing Soaps,108.0
Bahu Soap Sup 1Kg(23),Toilet Soaps,305.0
Bahu Soap Vermicellies S Quality 800Gm(23),Washing Soaps,305.0
Black Cat Talcum Powder Diamond 50 Gm(59),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,170.0
Black Gram 1 Kg MV(136),Dall,255.0
Blended basmati rice 1kg (Consignment),Rice,118.0
Blended basmati rice 5kg (Consignment),Rice,585.0
Dal Chana Medium (Bold) 1 Kg (Sub) MV (RMP)(136),Dall,265.0
Dal Chana S/G 1 Kg MV(136),Dall,246.0
Dal Masoor 1 Kg (Sub) MV (RMP)(136),Dall,330.0
Dal Moong Washed 1 Kg MV (RMP)(136),Dall,322.0
Head & Shoulder Shampoo 2 In 1 Menthol 180 Ml Khyber. Traders(55),Hair Shampoos,495.0
Head & Shoulder Shampoo Anti Hair Fall 180 Ml Khyber. Traders(55),Hair Shampoos,495.0
Head & Shoulder Shampoo For Women 180 Ml Khyber. Traders(55),Hair Shampoos,495.0
Kausar Awami Rice 1 Kg ,Rice,122.0
Kausar Awami Rice 5 Kg,Rice,597.0
Kausar Basmati Rice 1 Kg,Rice,155.0
Kausar Basmati Rice 5 Kg,Rice,762.0
Kausar Sella Rice 1 Kg,Rice,203.0
Kausar Sella Rice 5 Kg,Rice,1002.0
Kausar Super Kernel Basmati 1 Kg,Rice,197.0
Kausar Super Kernel Basmati 5 Kg,All,972.0
Khalis Awami Rice 1 Kg ,Rice,125.0
Khalis Awami Rice 2 Kg ,Rice,250.0
Khalis Awami Rice 5 Kg ,Rice,625.0
Khalis Super Basmati Rice 1 Kg ,Rice,148.0
Khalis Super Basmati Rice 2 Kg ,Rice,296.0
Khalis Super Basmati Rice 5 Kg ,Rice,740.0
Khalis Tota Rice 1 Kg ,Rice,90.0
Khalis Tota Rice 2Kg ,Rice,180.0
Khalis Tota Rice 5 Kg ,Rice,450.0
Kisan Awami Rice-386 1Kg(132)(R),Rice,308.0
Kisan Awami Rice-386 2Kg(132)(R),Rice,616.0
Kisan Awami Rice-386 5Kg(132)(R),Rice,1540.0
Kisan Super Basmati Rice 1 Kg(132)(R),Rice,306.0
Kisan Super Basmati Rice 2 Kg(132)(R),Rice,612.0
Kisan Super Basmati Rice 5 Kg(132)(R),Rice,1530.0
Mash Shell 1Kg MV(136),Dall,550.0
Mash Washed 1 Kg MV (RMSB)(136),Dall,545.0
Mash Whole 1 Kg MV(136),Dall,545.0
Masoor Whole 1 Kg MV(136),Dall,315.0
Moong Shell 1 Kg MV(136),Dall,310.0
Moong Whole 1 Kg MV(136),Dall,280.0
Mughal Daaghi Rice 1Kg(135)(R),Rice,112.0
Mughal Daaghi Rice 5Kg(135)(R),Rice,560.0
Mughal Economy Rice Basmati Big Broken Rice 1 Kg(135)(R),Rice,98.0
Mughal Economy Ricebasmati Big Broken Rice 2Kg(135)(R),Rice,196.0
Mughal Economy Ricebasmati Big Broken Rice5Kg(135)(R),Rice,491.0
Ocean Pearl Aroma 1Kg ,All,145.0
Ocean Pearl Aroma 5Kg ,All,725.0
Ocean Pearl Golden Sella 1Kg ,All,164.0
Ocean Pearl Golden Sella 5Kg ,All,820.0
Ocean Pearl Jhalak 1Kg ,All,120.0
Ocean Pearl Jhalak 5Kg ,All,600.0
Ocean Pearl Lazzat 1Kg ,All,154.0
Ocean Pearl Lazzat 5Kg ,All,770.0
Ocean Pearl Riwayat 1Kg ,All,167.0
Ocean Pearl Riwayat 5Kg ,All,830.0
Ocean Pearl Tareef 1Kg ,All,129.0
Ocean Pearl Tareef 5Kg ,All,645.0
Pantene Shampoo Classic Care 200 Ml (55),Hair Shampoos,500.0
Pantene Shampoo Repair 200 Ml Khybertraders(55),Hair Shampoos,500.0
Pantene Shampoo Strong & Shine 200 Ml (55),Hair Shampoos,500.0
Pure Basmati Rice 1Kg ,Rice,128.0
Pure Basmati Rice 5Kg ,Rice,629.0
Red Chilli  Powder Raw (OB-R),All/Own Brand/Raw Spices,199.0
Red Lobia Bold 1 Kg MV(136),Dall,465.0
Savannah Lhw 500Ml-Arkling Fresh(27),Toilet Soaps,239.0
Shahi Tukra 1Kg ,All,99.0
Shahi Tukra 5 Kg ,All,495.0
Shan Table Salt 800 gms(62),Spices / Salt,60.0
Shan Iodized Salt 800 Gm (62),Spices / Salt,60.0
"Sugar 1 Kg Packed In 1,2,5,50 Kg (Sub)(RMSR)",Sugar,140.0
Sugar 5 Kg,Commodities,460.0
Sugar 5Kg Chashma,Commodities,460.0
Sundas Sella 1121 Rice 10Kg,Rice,2800.0
Sundas Sella 1121 Rice 2Kg,Rice,560.0
Sundas Sella 1121 Rice 5Kg,Rice,1400.0
Sundas Super Basmati Rice 10Kg,Rice,2700.0
Sundas Super Basmati Rice 1Kg,Rice,270.0
Sundas Super Basmati Rice 2Kg,Rice,540.0
Sundas Super Basmati Rice 5Kg,Rice,1350.0
Sundas Super Basmati Short Grain Tota Rice 10Kg,Rice,1250.0
Sundas Super Basmati Short Grain-Tota-Rice 2Kg,Rice,250.0
Sundas Super Basmati Short Grain-Tota-Rice 5Kg,Rice,625.0
Super Kernal Basmati Rice 1Kg ,Rice,197.0
Super Kernal Basmati Rice 5Kg ,Rice,978.0
Super Sella 1Kg ,All,197.0
Super Sella 5Kg ,All,978.0
Tehwar Vermicelli 175 Gm Thin (OB-V),Vermicellis,28.0
Usc Big Allaichi 25 Gm (OB-S)(RMOB),Spices,215.0
Usc Black Pepper Pdr 50 Gm (OB-S)(RMOB),Spices,135.0
Usc Black Pepper Whole 50 Gm (OB-S)(RMOB),Spices,133.0
Tehwar Red Chillies Pdr 200 Gm (OB-S)(RMOB),Spices,165.0
Usc Clove 25 Gm (OB-S)(RMOB),Spices,140.0
Usc Clove 50 G (OB-S)(RMOB),Spices,280.0
Usc Crystal Salt 800 Gm Iodized (OB-S)(RMOB),Iodized Salt,45.0
Usc Dar Chini 50 Gm (OB-S)(RMOB),Spices,90.0
Usc Dara March 200 Gm (OB-S)(RMOB),Spices,165.0
Usc Dara Mirch 100Gm (OB-S)(RMOB),Spices,83.0
USC Dates 500 Gm Crystal Box MV(136),Dates,80.0
Usc Dhania 200 Gm Whole (OB-S)(RMOB),Spices,174.0
Usc Dhania Powder 100 Gm (OB-S)(RMOB),Spices,88.0
Usc Dhania Powder 200 Gm (OB-S)(RMOB),Spices,176.0
Usc Dhania Whole 100 Gm (OB-S)(RMOB),Spices,87.0
Usc Garam Masala Powder 50 Gm (OB-S)(RMOB),Spices,152.0
Usc Garam Masala Whole 100 Gm (OB-S)(RMOB),Spices,295.0
Usc Garam Masala Whole 50 Gm (OB-S)(RMOB),Spices,150.0
Usc Green Aallaichi 15 Gm (OB-S)(RMOB),Spices,119.0
Usc Haldi/Turmeric Powder 100 Gm (OB-S)(RMOB),Spices,105.0
Usc Powder Salt 800 Gm Iodized (OB-S)(RMOB),Iodized Salt,45.0
Usc Red Chilli Powder 100 Gm (OB-S)(RMOB),Spices,83.0
Usc Red Chilli Powder 400 Gm (OB-S)(RMOB),Spices,330.0
Usc White Zeera 100 Gm Whole (OB-S)(RMOB),Spices,248.0
Usc White Zeera 200 Gm Whole (OB-S)(RMOB),Spices,495.0
Utility Sella Rice Kainat 1121 1Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,345.0
Utility Sella Rice Kainat 1121 2Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,690.0
Utility Sella Rice Kainat 1121 5Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,1725.0
Utility Super Basmati Rice 1Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,320.0
Utility Super Basmati Rice 2Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,640.0
Utility Super Basmati Rice 5Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,1600.0
Utility Tota Basmati Rice 1Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,225.0
Utility Tota Basmati Rice 2Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,450.0
Utility Tota Basmati Rice 5Kg Packed By Vendor (Sub) MV (RMR)(136),Rice,1125.0
Vital R Beauty Soap 98 GM(30),Toilet Soaps,90.0
Vital Soap White 128 GM(30),Toilet Soaps,125.0
White Gram Bold Grain 7Or7+mm 1 kg (Sub) MV (RMP)(136),Dall,380.0
(Wrong Code) 1S BLADES 7 O CLOCK SHRA(10),Insecticides,34.0
990 Brown 175 Gm (For Other Zones) (5S Pack),Detergents Washing Powders,30.5
990 Soap Sevian 1 Kg ,Washing Soaps,220.0
AGHAAZ BANASPATI 1*16 (For ID Zone),Ghee,179.0
AGHAAZ BANASPATI 1*5 KG (For MN/QA/SR Zone),Ghee,177.0
AGHAAZ BANASPATI 1 KG (For MN/QA/SR Zone),Ghee,177.0
Aghaaz Banaspati 1x5 kg (For LE/SA Zone),Ghee,178.0
AGHAAZ COOKING OIL 1*16 (For ID Zone),Cooking Oil,193.0
AGHAAZ COOKING OIL 1 LTR Pkt (For MN/QA/SR Zone),Cooking Oil,192.0
Aghaaz Cooking Oil 1 1Ltr,Cooking Oil,194.0
Aghaaz Cooking oil 1*5 Ltr (For Id Zone),Cooking Oil,193.0
Aghaaz Cooking Oil 1 Ltr,Cooking Oil,192.0
Aghaaz Cooking Oil 1 Ltr,Cooking Oil,192.0
Aghaaz Ghee 1 Kg (For Le/Sa Zone),Ghee,178.0
AGHAZ BANASPATI 1*16 KG (For KI Zone),Ghee,175.0
AGHAZ BANASPATI 1*5 KG (For KI Zone),Ghee,175.0
AGHAZ BANASPATI 1*16 KH POUCH (For AD/PR Zone),Ghee,180.0
AGHAZ COOKING OIL 1x5 LTR (For KI Zone),Cooking Oil,190.0
AGHAZ Cooking OIL 1*16 LTR (For AD/PR Zone),Cooking Oil,194.0
AGHAZ Cooking OIL 1*16 Ltr Pkt (For KI Zone),Cooking Oil,190.0
Aghaz Ghee 1 Kg ,Ghee,180.0
Ajwan 100 Gm (74),Spices,61.0
Alo Bukhara Sour 15 gm,Dry Fruits,108.0
Alpha Biscuit 28.80 gm,Snacks (Biscuits Cake Chips),10.0
Alpha biscuit T/P 14.40gm,Snacks (Biscuits Cake Chips),5.0
Anardana 125 gm,Dry Fruits,128.0
Anardana 250 gm,Dry Fruits,255.0
Apple Match Box(78),Plastic Items House Hold Utensils,20.0
(Wrong Code) Ariel 35Gm Jubliee(10),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,10.0
(Wrong Code) Ariel Hs Original 500Gm Jubille(10),Detergents Washing Powders,155.0
Azadi Detergent Bar 85 Gm (05),Detergents Dish Wash/Dish wash Bar,11.0
Badam Kaghzi 200 gm,Dry Fruits,475.0
Badam Kaghzi 400 gm,Dry Fruits,950.0
Badam Roasted 115 gm,Dry Fruits,420.0
Badam Roasted 190 gm,Dry Fruits,680.0
Badam Roasted 390 gm,Dry Fruits,1375.0
Bahu Beauty Soap120Gm(23),Washing Soaps,40.0
Bahu Washing Powder 2.5Kg(23),Detergents Washing Powders,625.0
Balti L/S,Plastic Items House Hold Utensils,308.0
BARKAT BANASPATI 1KG (For Karachi Zone),Ghee,340.0
Barkat Banaspati 1x16 Kg (For Islamabad Zone),Ghee,340.0
Barkat Banaspati 1x16 Kg (For AD/PR Zone),Ghee,340.0
Barkat Banaspati 1x16 Kg (For LE/SA Zone),Ghee,340.0
Barkat Banaspati 1x16 Kg (For MN/QA/SR Zone),Ghee,340.0
Barkat Banaspati 1x5 Kg (For AD/PR Zone),Ghee,340.0
Barkat Banaspati 1x5 Kg (For Islamabad Zone),Ghee,340.0
Barkat Banaspati 1x5 Kg (For MN/QA/SR Zone),Ghee,340.0
Barkat Banaspati 1x5 Kg (For LE/SA Zone),Ghee,340.0
Barkat Banaspati Ghee 1X16 Kg Pouch (For Karachi Zone,Ghee,340.0
Baygon Aerosol Mik 300 Ml (A.K.A)(59),Baygons,665.0
BAYGON AEROSOL FIK 600 ML(59),Baygons,1205.0
BAYGON AEROSOL CIK 300 ML(59),Baygons,701.0
Bells Match 10s Box(78),Miscellaneous,20.0
Best Food Garam Massala Powder 100Gm(38),Spices,295.0
Best Food Coconut Powder 100 Gm(38),Dry Fruits,175.0
Best Food Cocowhole 100 Gm(38),Chocolates Toffees Sweets,150.0
Best Peanut Girri 100 Gm(38),Dry Fruits,175.0
Billi Marka Brown Soap 250 Gm,Washing Soaps,21.0
Billi Marka Brown Soap 500 Gm,Washing Soaps,39.0
Billi Marka Soap Best Quality 300gms(4s Pack),Washing Soaps,142.0
Billi Marka White Soap 250 Gm,Washing Soaps,21.0
Billi Marka White Soap 500 Gm,Washing Soaps,39.0
Black Cat Talcum Powder Elegant 70 Gm(59),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,170.0
Black Cat Talcum Powder L 300 Gm(59),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,465.0
Black Cat Talcum Powder Passion 70 Gm(59),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,170.0
Black Cat Talcum Powder Romance 70 Gm(59),Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,170.0
Bonus Tri-Star Detergent 95 Gm(05),Detergents Washing Powders,10.0
Bowl Sada,Plastic Items House Hold Utensils,165.0
Brite Maximum Power 3000 Gm (05),Brit light,1625.0
Broom Phool 400 Gm(20),Plastic Items House Hold Utensils,185.0
Wafers 15 Pcs (Six B Foods)(69),Snacks (Biscuits Cake Chips),146.0
English Biscuits Butter Puff 8.7 gm (13),Snacks (Biscuits Cake Chips),7.0
English Biscuits Butter Puff 52.40 gm,Snacks (Biscuits Cake Chips),20.0
Cake-Up Double Chocolate 19 gm (13),Snacks (Biscuits Cake Chips),25.0
Cake up Caramel 19 gm (13),Snacks (Biscuits Cake Chips),25.0
Calre Bambo Shmpo 200Ml (75),Hair Shampoos,151.0
(WRONG  Code)Capri H/Wash Blue,Hand wash Hand Sanitizer Face wash,170.0
Carmina 150 Tbs (33),"Beverages (Soft drink, Water, Juices, Syrups etc)",25.0
Cbt Zigzag Soft Local(05),Tooth Brushes,110.0
Chai Wala Biskut Bisconni(59),Snacks (Biscuits Cake Chips),5.0
Chai Wala Biskut Bisconni(59),Snacks (Biscuits Cake Chips),15.0
Chai Wala Biskut Bisconni(59),Snacks (Biscuits Cake Chips),20.0
Chip Choc Chocolate Coated (Kolson),Chocolates Toffees Sweets,10.0
Chuara 125 gm,Dry Fruits,100.0
Chuara 250 gm,Dry Fruits,210.0
Clear Complete Clean 185 ML(08),Hair Shampoos,448.0
Clear Shampoo Lemon Fresh 185 ml(08),Hair Shampoos,448.0
Clear Shampoo Lemon Fresh 380 ml(08),Hair Shampoos,775.0
Colgate Premier Clean T Brushm(05),Tooth Brushes,90.0
Colgate Sensitive Paste 150 Gm(05),Tooth Paste,232.0
Colgate Sensitive Paste M/P 50 Gm(05),Non Food,78.0
Colgate Sent P/Relife 100 Gm(05),Tooth Paste,293.0
Colgate T Brush Classic Deep Clean-S-Local(05),Tooth Paste,79.0
Colgate T/B Classic Plus(05),Tooth Brushes,69.0
Commander A/Bact Soap(54),Washing Soaps,124.0
Commander Antibacterial Soap Lemon Cool 115 Gm(54),Toilet Soaps,96.0
Commander Antibacterial Soap Lemon Cool 150 Gm(54),Toilet Soaps,124.0
Commander Antibacterial Soap Lemon Cool 30 Gm(54),Toilet Soaps,27.0
Commander Antibacterial Soap Strong White 30 Gm(54),Toilet Soaps,27.0
Commander Antibacterial Soap Ultra Strength 150 Gm(54),Toilet Soaps,124.0
Commander Antibacterial Soap Ultra Strength 30 Gm(54),Washing Soaps,27.0
Commander Antibacterial Soap Ultra Strength 75 Gm(54),Toilet Soaps,63.0
Commander Detergent Bar 100 Gm(54),Detergents Dish Wash/Dish wash Bar,19.0
Commander Detergent Bar 220 Gm(54),Detergents Dish Wash/Dish wash Bar,38.0
Commander Fruity Soap Lemon 140 Gm(54),Toilet Soaps,99.0
Commander Fruity Soap Lemon 65 Gm(54),Toilet Soaps,54.0
Commander Fruity Soap Orange 140 Gm(54),Toilet Soaps,99.0
Commander Fruity Soap Orange 65 Gm(54),Toilet Soaps,54.0
Commander Fruity Soap Peach 140 Gm(54),Toilet Soaps,99.0
Commander Fruity Soap Peach 65 Gm(54),Toilet Soaps,54.0
Commander Fruity Soap Strawberry 140 Gm(54),Toilet Soaps,99.0
Commander Fruity Soap Strawberry 65 Gm(54),Toilet Soaps,54.0
Commander Power Shine Washing Powder 50 Gm(54),Detergents Washing Powders,10.0
Commander Super Power Washing Soap 275 X 2 (54),Detergents Washing Powders,108.0
Cotton Wool 200 Gm(20),OTC Products,161.0
Crust Chocolate Innovative Rs. 10(59),Snacks (Biscuits Cake Chips),10.0
Crystal Clear Xtra Care T Brush,Tooth Brushes,45.0
Ctb-Super Flexi Hanger With Cap(05),Tooth Brushes,90.0
Dalda (Fortified) Cooking Oil 1x5 Ltr Pouch (For All Zone Except KI Zone)(Old Code)(1C),Cooking Oil,355.0
Dalda Cooking Oil 10 Liters (Old Code)(1C),Cooking Oil,3600.0
Dalda Cooking Oil 10 Ltr Jerry Can(1C),Cooking Oil,3590.0
Dalda Cooking Oil 3 Ltr Ept Btl (Old Code)(1C),Cooking Oil,1112.0
Dalda Cooking Oil 4.5 Liters (Old Code)(1C),Cooking Oil,1665.0
Dalda Cooking Oil 4.5 Ltr Ept Btl (Old Code)(1C),Cooking Oil,1660.0
Dalda Cooking Oil 5 Liters (Old Code)(1C),Cooking Oil,1795.0
Dalda Cooking Oil 2.5 Ltr Tin (For All Usc Zone Except Karachi) (Old Code)(1C),Cooking Oil,910.0
Dalda Canola Oil 10 Ltr Jerry Can (For All Usc Zone Except Karachi) (Old Code)(1C),Cooking Oil,3580.0
Dalda Canola Oil 16 Ltr Jerry Can (For All Usc Zone Except Karachi) (Old Code)(1C),Cooking Oil,5760.0
Dalda Canola Oil 3 Ltr Botle (Ept) (For All Usc Zone Except Karachi) (Old Code)(1C),Cooking Oil,1125.0
Dalda Canola Oil 3 Ltr (Old Code)(1C),Cooking Oil,1112.0
Dalda Canola Oil 4.5 Ltr  (For Karachi Zone)(Old Code)(1C),Cooking Oil,1660.0
Dalda Fort C/ Oil 1X5 Ltr  (Old Code)(1C),Cooking Oil,354.0
Dalda Fort Can/ C/ Oil 1X5 Ltr (Old Code)(1C),Cooking Oil,354.0
Dalda Fort Sunflower C/ Oil 1X5 Ltr (Old Code)(1C),Cooking Oil,361.0
Dalda Fort Sunflower Cooking Oil 1X5 Ltr (Old Code)(1C),Cooking Oil,360.0
Dalda Ghee 5 Kg Tin (For All USC Zone Except Karachi) (Old Code)(1C),Ghee,1795.0
Dalda Ghee 5 Kg Tin  Only (old Code)(1C),Ghee,1790.0
Dalda Ghee 2.5 Kg Tin (For All USC Zone Except Karachi)(1C),Ghee,910.0
Dastak Ghee 1X16 Kg Pouch (1G),Ghee,340.0
Dastak Ghee 1X5 Pch (1G),Ghee,340.0
Dentonic 90 Gm,Tooth Paste,53.0
Dentonic Plus T Powder 100 Gm,Tooth Paste,58.0
Dentonic T Pdr 55 Gm,Tooth Paste,29.0
Dentonic Ultrawhiteningtwin Pack 70Gm,Tooth Paste,165.0
NEW DETTOL MULTI SURFACE CLEANER OUD 500 ML (04),Bleach Phenyl Cleaners blue liquid,595.0
Dettol Soap 130 Gm Pomegranate (04),Toilet Soaps,267.0
Dettol Soap 170 Gm Cool (04),Toilet Soaps,188.0
Dettol Soap 170 Gm Original (04),Toilet Soaps,188.0
Diamond Mop Well Jasmine 1000Ml Cleaner,Bleach Phenyl Cleaners blue liquid,218.0
Dil Dil Banaspati (1x12) Kg Pouch (For ID/AD/PR/QA Zone)Old Code(85),Ghee,261.0
Dil Dil Banaspati (1x12) Kg Pouch (For KI/SR Zone)Old Code,Ghee,261.0
Dil Dil Banaspati (1x12)Kg Pouch(For MN/SA/LE Zones only)Old Code,Ghee,261.0
"Dil Dil Banaspati (1X16) Kg Pouch (For Id,Ad,Pr,Qa Zone)Old Code(85)",Ghee,261.0
Dil Dil Banaspati (1x16) Kg Pouch (For KI/SR Zone)Old Code,Ghee,261.0
"Dil Dil Banaspati (1x16) Kg Pouch (For MN,SA,LE Zone)Old Code(85)",Ghee,261.0
Dil Dil Banaspati (1x5) Kg Pch (For KI/SR Zones Only)Old Code(85),Ghee,261.0
Dil Dil Banaspati (1x5) Kg Pouch (For ID/AD/PR/QA Zones Only)Old Code(85),Ghee,261.0
Dil Dil Banaspati (1x5)Kg Pouch(For MN/SA/LE Zones only)Old Code(85),Ghee,261.0
Dil Dil Cooking Oil 1 Liter Old Code(85),Cooking Oil,215.0
"Dil Dil Cooking Oil (1X12) Ltr Pouch (For Id,Ad,Pr,Qa Zone)Old Code(85)",Cooking Oil,215.0
Dil Dil Cooking Oil (1X12) Ltr Pouch (For Ki/Sr Zone)Old Code,Cooking Oil,215.0
"Dil Dil Cooking Oil (1x12) Ltr Pouch (For MN,SA,LE Zone)Old Code",Cooking Oil,215.0
Dil Dil Cooking Oil (1x5) Ltr Pch (For KI/SR Zone)Old Code,Cooking Oil,215.0
Dil Dil Cooking Oil(1x5)Ltr(For MN/SA/LE Zones Only)Old Code,Cooking Oil,215.0
Domex Toilet Blue 250 Ml(08),Bleach Phenyl Cleaners blue liquid,70.0
Dove Shampo Clor Resc 360 Ml(08),Hair Shampoos,375.0
DOVE SHAMPOO INTENSE REPAIR 8 ML(08),Hair Shampoos,10.0
Dust Mop 16 Inch Set,Plastic Items House Hold Utensils,555.0
Duster L Size 24X30(20),Dusters,79.0
Duster M Size 20X30(20),Dusters,74.0
Eagle Blue 100 Ml,Bleach Phenyl Cleaners blue liquid,9.0
Eclair Premium Toffee 100 Pcs(69),Chocolates Toffees Sweets,196.0
NONE WOVEN FABRIC BAG PRINTED ( 30 GSM + W.CUT ) 22 x 12 + 4 (OB-V),Non Food,10.0
Empty Bag(Sugar),OTC Products,9.0
English Biscuits Gluco 22 gm (T.P) (13),Snacks (Biscuits Cake Chips),5.0
English Biscuits Gluco 43.50 gm Mini HR (13),Snacks (Biscuits Cake Chips),10.0
English Biscuits Gulco 65.20 gm HR (13),Snacks (Biscuits Cake Chips),20.0
English Biscuits Marie 76 gm (H.R) (13),Snacks (Biscuits Cake Chips),30.0
English Biscuits Peanut Pik 53.3 gm HR (13),Snacks (Biscuits Cake Chips),30.0
English Biscuits Peanut Pik Mini 35 gm HR (13),Snacks (Biscuits Cake Chips),10.0
English Biscuits Sooper 13.2 gm TP (13),Snacks (Biscuits Cake Chips),7.0
English Biscuits Sooper 66 gm HR TP (13),Snacks (Biscuits Cake Chips),20.0
English Breeze Hand wash Cocon 500ml,Hand wash Hand Sanitizer Face wash,235.0
English Breeze HandWash Lilypond 500Ml,Hand wash Hand Sanitizer Face wash,235.0
English Breeze Hand Wash Mouther 500Ml,Hand wash Hand Sanitizer Face wash,235.0
English Breeze H/Wash Rexing Vio 500Ml,Hand wash Hand Sanitizer Face wash,235.0
English Breeze Hand wash Sumerhoney 500ml,Hand wash Hand Sanitizer Face wash,235.0
English Marie-Mini 43 gm HR (13),Snacks (Biscuits Cake Chips),10.0
Eno Fruit Salt Orange Sachet(59),"Beverages (Soft drink, Water, Juices, Syrups etc)",6.0
Eva Cooking Oil (1x5) Ltr Stand Up Pouch (For Karachi Zone) old code,Cooking Oil,345.0
Eva Cooking Oil (1X5) Ltr Stand Up Pouch (For Sr/Le/Mn/Sa/Qa Zone) old code,Cooking Oil,345.0
Eva Cooking Oil (1x5) Ltr Pillow Pouch (For SR/LE/MN/SA/QA Zone),Cooking Oil,335.0
Eva Cooking Oil (1x5) Ltr Pillow Pouch (For ID/PR/AD Zone),Cooking Oil,335.0
Eva Cooking Oil 3 Ltr Btl (For SR/LE/MN/SA/QA Zone),Cooking Oil,1040.0
Eva Cooking Oil 5 Liters,Cooking Oil,1750.0
Eva Cooking Oil 5 Ltr btl (For SR/LE/MN/SA/QA Zone),Cooking Oil,1750.0
Eva Cooking Oil 5 Ltr Tin (For ID/PR/AD Zone) old code,Cooking Oil,1700.0
Eva Cooking Oil 5 Ltr Tin (For SR/LE/MN/SA/QA Zone) old code,Cooking Oil,1700.0
Eva Cooking Ol 3 Ltr Btl (For Karachi Zone),Cooking Oil,1040.0
Eva Canola Oil (1x5) Litre,Cooking Oil,347.0
"Eva Canola Oil 10 Ltr Jery Can (For Id,Ad Pr Zone)",Cooking Oil,3435.0
Eva Canola Oil 10 Ltr Jery Can (For Karachi Zone),Cooking Oil,3435.0
Eva Canola Oil (1x5) Ltr Stand Pch (For SR/LE/MN/SA/QA Zone),Cooking Oil,347.0
Eva Canola Oil 3 Ltr Btl (For Karachi Zone),Cooking Oil,1032.0
Eva Canola Oil 3 Ltr Btl (For Id/Pr/Ad Zone),Cooking Oil,1032.0
Eva Can/ Oil 4.5 Ltr Btl old code,Cooking Oil,769.0
Eva Canola Oil 4.5 Ltr Btl (For Sr/Le/Mn/Sa/Qa Zone) old code,Cooking Oil,774.0
