,name,price,Sale Price,Category
803,tang tropical 340 gm pch,183,164,"Beverages (Soft drink, Water, Juices, Syrups etc)"
804,apple fruit drink 250ml,10,9,"Beverages (Soft drink, Water, Juices, Syrups etc)"
805,quice rooh-e-shireen 800 ml red syrup(rmsp)(84),232,208,"Beverages (Soft drink, Water, Juices, Syrups etc)"
806,star mixer peach tin 1500 gm(69),828,703,"Beverages (Soft drink, Water, Juices, Syrups etc)"
807,mango juice drink pet btl 1500ml (old code),75,71,"Beverages (Soft drink, Water, Juices, Syrups etc)"
808,apple sidra 1.5ltr (beverage),141,126,"Beverages (Soft drink, Water, Juices, Syrups etc)"
809,jam-e-shirin 800 ml sugar free red syrup(rmsp) (45),420,378,"Beverages (Soft drink, Water, Juices, Syrups etc)"
810,tang 1300 gm tin,435,391,"Beverages (Soft drink, Water, Juices, Syrups etc)"
811,shezan lemon squash red syrup 1500 ml(47),478,430,"Beverages (Soft drink, Water, Juices, Syrups etc)"
812,tang s tub mango 750gm,445,400,"Beverages (Soft drink, Water, Juices, Syrups etc)"
813,shangrilla fruit-o mango juice 320 ml(26),39,37,"Beverages (Soft drink, Water, Juices, Syrups etc)"
814,vigo baby mini new born 26 pcs,470,423,Baby DIAPERS/Baby Wipes
815,xtra care baby diaper s size,520,442,Baby DIAPERS/Baby Wipes
816,camera jeep baby wipes (21),186,167,Baby DIAPERS/Baby Wipes
817,shield baby wipes (53),215,193,Baby DIAPERS/Baby Wipes
818,jhonsons wipes,185,166,Baby DIAPERS/Baby Wipes
819,camera jeep baby diapers rglr s (21),890,756,Baby DIAPERS/Baby Wipes
820,xtra care baby diaper x-l size,715,607,Baby DIAPERS/Baby Wipes
821,new rahat baby wipes 70ply (1m),105,94,Baby DIAPERS/Baby Wipes
822,vigo baby mini x-l 18 pcs,470,423,Baby DIAPERS/Baby Wipes
823,camera jeep baby diapers eco  s (21),2250,1800,Baby DIAPERS/Baby Wipes
824,vigo baby economy m 44 pcs,815,692,Baby DIAPERS/Baby Wipes
825,vigo baby mini m 22 pcs,470,423,Baby DIAPERS/Baby Wipes
826,vigo baby mega m 88 pcs,1670,1336,Baby DIAPERS/Baby Wipes
827,vigo baby economy xx-l 30 pcs,815,692,Baby DIAPERS/Baby Wipes
828,h toilet rim 50 gm,290,261,Detergents Washing Powders
829,express deterdent 1 kg,155,139,Detergents Washing Powders
830,aspine original 500 gms (detergent powder)(18),240,216,Detergents Washing Powders
831,ariel 500 gm downy,124,111,Detergents Washing Powders
832,ariel touch of downy 450g(10),278,250,Detergents Washing Powders
833,sufi super pwdr 500 gm(29),262,235,Detergents Washing Powders
834,diamon wash well sct 1000 ml ldry detergent,205,184,Detergents Washing Powders
835,solec-ultra 60 gms  detergent powder)(18),16,15,Detergents Washing Powders
836,aspine original 2000 gms (detergent powder)(18),850,722,Detergents Washing Powders
837,(wrong code) ariel downy 500 kg(10),155,139,Detergents Washing Powders
838,bonus active 700 gms(05),240,216,Detergents Washing Powders
839,(wrong code) ariel hs org 170 gm pw,50,47,Detergents Washing Powders
840,sunlight hs std powder pink 2 kg(08),498,448,Detergents Washing Powders
841,brite 500g maximum power,119,107,Detergents Washing Powders
842,ariel hs orig 1000g jubilee,244,219,Detergents Washing Powders
843,ariel hs orig 500g jubilee,124,111,Detergents Washing Powders
844,lumer original 5 kg (detergents powder) (18),1150,920,Detergents Washing Powders
845,sunlight hs std powder pink 380 gms(08),95,90,Detergents Washing Powders
846,"scotch brite  classic pad large,3pcs(28)",187,168,Detergents Washing Powders
847,zug washing powder 4 kg (89),820,697,Detergents Washing Powders
848,sufi super dertergents powder 1000 gm(29),227,204,Detergents Washing Powders
849,lumer lemon  3000 gms (detergent powder)(18),640,544,Detergents Washing Powders
850,sunlight hs std powder pink a03 45 gms(08),10,9,Detergents Washing Powders
851,rin washing powder new 500 gms(08),190,171,Detergents Washing Powders
852,sunlight/p c/green 770 gm(08),181,162,Detergents Washing Powders
853,bonus active 1000 gms(05),300,270,Detergents Washing Powders
854,expres ultra 1000 g b/p,178,160,Detergents Washing Powders
855,(wrong code) ariel downy 1 kg(10),310,279,Detergents Washing Powders
856,domex toilet blue 500 ml(08),400,360,Detergents Washing Powders
857,h/d toilet cleaner 750 ml,260,234,Detergents Washing Powders
858,solec-ultra 500 gms detergent powder)(18),160,144,Detergents Washing Powders
859,super power detergent powder 200gm,19,18,Detergents Washing Powders
860,ariel machine expert 2 kg - set b(10),1810,1448,Detergents Washing Powders
861,super power detergent powder 1000gm,90,85,Detergents Washing Powders
862,(wrong code) ariel hs original 100 gm jubille(10),310,279,Detergents Washing Powders
863,excellent washing powder 180 gm,20,19,Detergents Washing Powders
864,sb classic spiral 1pcs pack (scotch brite mattallic spiral)(28),76,72,Detergents Washing Powders
865,brite total in poly bag 1000 gm(05),560,476,Detergents Washing Powders
866,h toilet rim clover 50 gm,290,261,Detergents Washing Powders
867,sufi super detergents powder 2000 gm cp sufi classic soap 145 gm foc sink wrap free save rs.45/-,454,408,Detergents Washing Powders
868,surf carpe diem sxl 2kg(08),1095,876,Detergents Washing Powders
869,ariel hs 500g(10),278,250,Detergents Washing Powders
870,sufi super pwdr 60 gm(29),20,19,Detergents Washing Powders
871,v/air freshner lavender,175,157,Spray Perfumes Air Freshener
872,en livan hair spry 300 ml,192,172,Spray Perfumes Air Freshener
873,adidas body spray 200ml,230,207,Spray Perfumes Air Freshener
874,kiss bdy spry 150 ml,170,153,Spray Perfumes Air Freshener
875,body spry sahara luluat alsharq uae 200 ml(55),515,437,Spray Perfumes Air Freshener
876,4me air freshner bright flower 300 ml(55),290,261,Spray Perfumes Air Freshener
877,dove body spry 150 ml,220,198,Spray Perfumes Air Freshener
878,body spray sahara legends of zaragoza uae 200 ml(55),510,433,Spray Perfumes Air Freshener
879,body spray fascino goal 200 ml(55),550,467,Spray Perfumes Air Freshener
880,body spray super storm for men cool jaguar turkey 150 ml(55),298,268,Spray Perfumes Air Freshener
881,v/air freshner garden st,175,157,Spray Perfumes Air Freshener
882,4me air freshner english rose(55),290,261,Spray Perfumes Air Freshener
883,body spray fascine code red 200 ml(55),550,467,Spray Perfumes Air Freshener
884,adidas bdy spry (women),208,187,Spray Perfumes Air Freshener
885,body spray fascino charming men 200 ml(55),550,467,Spray Perfumes Air Freshener
886,glade aerosol i love u 300 ml(59),833,708,Spray Perfumes Air Freshener
887,medicam valentine body spray 120 ml(09),555,471,Spray Perfumes Air Freshener
888,air freshner relax jasmine 300 ml(55),285,256,Spray Perfumes Air Freshener
889,alexander of paris b/s 150 ml,140,126,Spray Perfumes Air Freshener
890,chique/lace peach pefume 50ml,475,427,Spray Perfumes Air Freshener
891,body spray fascino joy men 200 ml(55),550,467,Spray Perfumes Air Freshener
892,air fresner super storm arabic oud turkey 300 ml(55),310,279,Spray Perfumes Air Freshener
893,body spry sahara atiq uae 200 ml(55),515,437,Spray Perfumes Air Freshener
894,body spray fascino chukkas 200 ml(55),550,467,Spray Perfumes Air Freshener
895,denim body spry 150 ml,220,198,Spray Perfumes Air Freshener
896,nestle everyday lite 250 gm(57),495,445,Milk Powders
897,lectogen-i starter 400 gm(57),1370,1096,Milk Powders
898,pre nan (b nw026-1-s) 400  gm pk(57),1311,1048,Milk Powders
899,"olper,s dairy cream 125 ml(64)",89,84,Milk Powders
900,every day pwd 400 gm,322,289,Milk Powders
901,nestle nido 1 plus 150 gm(57),395,355,Milk Powders
902,comelle 10 gm,350,315,Milk Powders
903,olpers full cream milk powder 390x24 gm(64),620,527,Milk Powders
904,nangrow 3 12x900 gm pk(57),5850,4094,Milk Powders
905,olper 1 liter (64),122,109,Milk Powders
906,nangrow 3 350 gm (57),726,617,Milk Powders
907,everyday 34g whtnr/pdr,20,19,Milk Powders
908,nestle 3 in 1box 25gm(57),40,38,Milk Powders
909,hand sanitizer safe hand 500 ml,940,799,Hand wash Hand Sanitizer Face wash
910,herbion instant sanitizer 120 ml(75),222,199,Hand wash Hand Sanitizer Face wash
911,herbion neem h/wash 250 ml(75),323,290,Hand wash Hand Sanitizer Face wash
912,palmolive liquid h/wash antibac 225 ml bottle(05),310,279,Hand wash Hand Sanitizer Face wash
913,caresseoud hand wash arbian woods 400 ml(95),365,328,Hand wash Hand Sanitizer Face wash
914,lifebuoy hand wash total 200 ml(08),175,157,Hand wash Hand Sanitizer Face wash
915,life buoy care hand wash 140 ml,95,90,Hand wash Hand Sanitizer Face wash
916,clean&cl/s/g/w/b hand150/200,340,306,Hand wash Hand Sanitizer Face wash
917,skin naturals light radiant face wash 100 ml(79),265,238,Hand wash Hand Sanitizer Face wash
918,caresse naturals hand wash (exclusive gold) 450 ml(95),342,307,Hand wash Hand Sanitizer Face wash
919,english breeze h/wash rexing vio 500ml,235,211,Hand wash Hand Sanitizer Face wash
920,himalaya kajal,325,292,Hand wash Hand Sanitizer Face wash
921,wiz hand sanitizer 200ml bottle floral (60),450,405,Hand wash Hand Sanitizer Face wash
922,dove h/wash 250 ml,205,184,Hand wash Hand Sanitizer Face wash
923,capri hand wash pink 450 ml pouch(07),325,292,Hand wash Hand Sanitizer Face wash
924,palmolive liquid h/wash antibac 200 ml refill pouch(05),124,111,Hand wash Hand Sanitizer Face wash
925,capri hand wash white 1000 ml pouch(07),720,612,Hand wash Hand Sanitizer Face wash
926,garnier men acno fight 100 ml(79),806,685,Hand wash Hand Sanitizer Face wash
927,caresse naturals hand wash (antibacterial moist) 450 ml(95),342,307,Hand wash Hand Sanitizer Face wash
928,ponds pure white face wash 100gms(08),338,304,Hand wash Hand Sanitizer Face wash
929,neem face wash 100ml,165,148,Hand wash Hand Sanitizer Face wash
930,colgate palmolive sanitizer mint & eucalyptus 210 gms(05),454,408,Hand wash Hand Sanitizer Face wash
931,garnier light complete - 100ml fw(79),575,488,Hand wash Hand Sanitizer Face wash
932,lux bw l/p white 120ml,97,92,Hand wash Hand Sanitizer Face wash
933,gentle face wash gel 100ml,210,189,Hand wash Hand Sanitizer Face wash
934,wiz hand sanitizer 50ml bottle orange (60),135,121,Hand wash Hand Sanitizer Face wash
935,(wrong  code)capri h/wash blue,170,153,Hand wash Hand Sanitizer Face wash
936,english breeze hand wash mouther 500ml,235,211,Hand wash Hand Sanitizer Face wash
937,skin naturals light radiant face wash 50 ml(79),145,130,Hand wash Hand Sanitizer Face wash
938,peanut passion 22 gm,5,4,Snacks (Biscuits Cake Chips)
939,eng cheer vege 48.9gm big pch (14),20,19,Snacks (Biscuits Cake Chips)
940,cocomo standup pouch milk(59),70,66,Snacks (Biscuits Cake Chips)
941,sheer mall 135 gm (1 pcs) (swm),65,61,Snacks (Biscuits Cake Chips)
942,gul eggs per pcs (lp)(khl),32,30,Snacks (Biscuits Cake Chips)
943,good goodies snacky spicy (1x),10,9,Snacks (Biscuits Cake Chips)
944,lotte pie 12s pack,20,19,Snacks (Biscuits Cake Chips)
945,slanty jalapeno 32 gm,30,28,Snacks (Biscuits Cake Chips)
946,cfl rio fruity treat hr half roll 63 gm (13),40,38,Snacks (Biscuits Cake Chips)
947,nutri pops stars 25 gm (1w),47,44,Snacks (Biscuits Cake Chips)
948,butter crunch innovative rs. 5(59),5,4,Snacks (Biscuits Cake Chips)
949,novella caramel 24 x 24 box(61),15,14,Snacks (Biscuits Cake Chips)
950,crown mango 36x18(61),10,9,Snacks (Biscuits Cake Chips)
951,cfl rio strawberry vanilla 112.1 gm pkt (13),80,76,Snacks (Biscuits Cake Chips)
952,cfl butter puff 34.9 gm munch pack (13),25,23,Snacks (Biscuits Cake Chips)
953,slanty salt 32 gm,30,28,Snacks (Biscuits Cake Chips)
954,tuc 32 gm,10,9,Snacks (Biscuits Cake Chips)
955,waltz o/wafer ack,10,9,Snacks (Biscuits Cake Chips)
956,english biscuits lemon sandwich 70 gm (13),20,19,Snacks (Biscuits Cake Chips)
957,peanut passion family pack,29,27,Snacks (Biscuits Cake Chips)
958,zeera ticky pack 24*18(59),5,4,Snacks (Biscuits Cake Chips)
959,toper tiky pack,5,4,Snacks (Biscuits Cake Chips)
960,ebm whole wheat classic sf snack pack 31.4 gm (14),25,23,Snacks (Biscuits Cake Chips)
961,lu bakeri butter cookies 84,39,37,Snacks (Biscuits Cake Chips)
962,cfl gluco teddy cakes with milk filling 31gm (13),40,38,Snacks (Biscuits Cake Chips)
963,bisconi cake-rollies strawberry(59),25,23,Snacks (Biscuits Cake Chips)
964,crux biscuits bisconi (10x18) rs.30(59),30,28,Snacks (Biscuits Cake Chips)
965,good goodies slice cake chocolate  (1x),40,38,Snacks (Biscuits Cake Chips)
966,ebm fhc - short bread half roll 71 gm (14),138,124,Snacks (Biscuits Cake Chips)
967,ebm fhc - short bread packet 127 gm 14),205,184,Snacks (Biscuits Cake Chips)
968,custard sandwich tp 20 gm,5,4,Snacks (Biscuits Cake Chips)
969,chocolicious mini - double chocolate (14),5,4,Snacks (Biscuits Cake Chips)
970,chocolicious mini - double chocolate (14),15,14,Snacks (Biscuits Cake Chips)
971,ebm  peanut pista munch pack 23.7 gm (14),30,28,Snacks (Biscuits Cake Chips)
972,knock out simply salt 65 gm-gloss,48,45,Snacks (Biscuits Cake Chips)
973,innovative crust choco rolls 15x18(59),10,9,Snacks (Biscuits Cake Chips)
974,waltz o/wafer tiky pack,5,4,Snacks (Biscuits Cake Chips)
975,jam delight tp 15g,5,4,Snacks (Biscuits Cake Chips)
976,roylty rich tea biscuits 300 gm i,190,171,Snacks (Biscuits Cake Chips)
977,cocount value pack(59),20,19,Snacks (Biscuits Cake Chips)
978,butter puff 52.4 gm x 6hr (13),40,38,Snacks (Biscuits Cake Chips)
979,good goodies slice cake plain (1x),40,38,Snacks (Biscuits Cake Chips)
980,nutri chipsticks peri peri 60 gm (1w),140,126,Snacks (Biscuits Cake Chips)
981,click 23.7 gm (14),15,14,Snacks (Biscuits Cake Chips)
982,rite gold chocolate mini rs 10(59),10,9,Snacks (Biscuits Cake Chips)
983,cocomo half roll strawberry (pcs)(59),10,9,Snacks (Biscuits Cake Chips)
984,an egg per pcs (lp)(mtn),29,27,Snacks (Biscuits Cake Chips)
985,nutri chipsticks  sour cream 30 gm (1w),70,66,Snacks (Biscuits Cake Chips)
986,innovative digestive 6x24(59),25,23,Snacks (Biscuits Cake Chips)
987,best food nimko ecial 150 gm(38),120,108,Snacks (Biscuits Cake Chips)
988,lu biscuts whtbl h/fbr,10,9,Snacks (Biscuits Cake Chips)
989,party 61.1 gm x 6 hr (14),40,38,Snacks (Biscuits Cake Chips)
990,chocolicious mini - vanilla 15.5gm sp (14),15,14,Snacks (Biscuits Cake Chips)
991,choclatto half roll rs 10(59),10,9,Snacks (Biscuits Cake Chips)
992,waltz ch/wafer ack,15,14,Snacks (Biscuits Cake Chips)
993,knock out simply salt 39 gm-gloss,29,27,Snacks (Biscuits Cake Chips)
994,nutri snacks ring 40 gm (1w),74,70,Snacks (Biscuits Cake Chips)
995,nutri chipsticks spicy 60 gm (1w),140,126,Snacks (Biscuits Cake Chips)
996,slanty jalapeno 55 gm,49,46,Snacks (Biscuits Cake Chips)
997,english biscuits peanut pik mini 35 gm hr (13),10,9,Snacks (Biscuits Cake Chips)
998,nutri bondi200 gm (1w),245,220,Snacks (Biscuits Cake Chips)
999,layer cake coconut cream jam 27 gm,10,9,Snacks (Biscuits Cake Chips)
1000,english biscuits gluco 43.50 gm mini hr (13),10,9,Snacks (Biscuits Cake Chips)
1001,kolson cream heart sc vanila 27 gm,5,4,Snacks (Biscuits Cake Chips)
1002,chai wala biskut bisconni(59),5,4,Snacks (Biscuits Cake Chips)
1003,chai wala biskut bisconni(59),15,14,Snacks (Biscuits Cake Chips)
1004,chai wala biskut bisconni(59),20,19,Snacks (Biscuits Cake Chips)
1005,cfl  chocolate sandwich snack pack  32 gm (13),20,19,Snacks (Biscuits Cake Chips)
1006,lu zeera plus 16.5 gm,10,9,Snacks (Biscuits Cake Chips)
1007,peanut pik 17.8 gms sp (13),10,9,Snacks (Biscuits Cake Chips)
1008,cfl  lemon sandwich ticky pack 16 gm (13),10,9,Snacks (Biscuits Cake Chips)
1009,slanty vegetable 55 gm,49,46,Snacks (Biscuits Cake Chips)
1010,cfl heart beat munch pack 27.5 gm (13),30,28,Snacks (Biscuits Cake Chips)
1011,nutri chipsticks  mayo garlic 30 gm (1w),70,66,Snacks (Biscuits Cake Chips)
1012,ebm  click snack pack  35.5 gm (13),20,19,Snacks (Biscuits Cake Chips)
1013,nan khatai z/khoya 84 gm,37,35,Snacks (Biscuits Cake Chips)
1014,roylty cream crackers biscuits 200 gm,140,126,Snacks (Biscuits Cake Chips)
1015,kolson potato slanty (plain salted) 5 gm,5,4,Snacks (Biscuits Cake Chips)
1016,nutri italian cracker 100gm100 gm (1w),100,95,Snacks (Biscuits Cake Chips)
1017,lu prince choco s/b,14,13,Snacks (Biscuits Cake Chips)
1018,cfl peanut pik snack pack 23.7 gm (13),15,14,Snacks (Biscuits Cake Chips)
1019,zeera family pack 96(59),29,27,Snacks (Biscuits Cake Chips)
1020,nutri pops long 40 gm (1w),74,70,Snacks (Biscuits Cake Chips)
1021,english biscuits rio chocolate 56 gm (13),40,38,Snacks (Biscuits Cake Chips)
1022,cfl chocolate sandwich snack pack 24g (13),15,14,Snacks (Biscuits Cake Chips)
1023,good goodies cup cake strawberry (1x),20,19,Snacks (Biscuits Cake Chips)
1024,jazaa  assorted cookies 240 gm (1q),370,333,Snacks (Biscuits Cake Chips)
1025,cocomo stand up pch(59),70,66,Snacks (Biscuits Cake Chips)
1026,shafay salanty 200gm (2a),185,166,Snacks (Biscuits Cake Chips)
1027,smackers smokey bbq,10,9,Snacks (Biscuits Cake Chips)
1028,50 50 biscuits family pack 111gm,29,28,Snacks (Biscuits Cake Chips)
1029,nutri  fun cracker  100gm100 gm (1w),100,95,Snacks (Biscuits Cake Chips)
1030,roylty digestive biscuits 400 gm,220,198,Snacks (Biscuits Cake Chips)
1031,slanty vegetable 32 gm,30,28,Snacks (Biscuits Cake Chips)
1032,innovative digestive half roll rs 20(59),20,19,Snacks (Biscuits Cake Chips)
1033,nutri tikha150 gm (1w),220,198,Snacks (Biscuits Cake Chips)
1034,sooper elaichi 112.1 gm pkt (13),59,56,Snacks (Biscuits Cake Chips)
1035,whistlez wiz hr mini,20,19,Snacks (Biscuits Cake Chips)
1036,cfl  rio double chocolate  munch pack 42 gm (13),30,28,Snacks (Biscuits Cake Chips)
1037,cake-up chocolate 19 gm (13),25,23,Snacks (Biscuits Cake Chips)
1038,english biscuits click 11.8 gm (14),7,6,Snacks (Biscuits Cake Chips)
1039,nutri fish cracker100 gm (1w),140,126,Snacks (Biscuits Cake Chips)
1040,rio dc 336.gm promo (1 ticky pack free),240,216,Snacks (Biscuits Cake Chips)
1041,cfl  rio strawberry vanilla munch pack 42 gm (13),30,28,Snacks (Biscuits Cake Chips)
1042,lu prince choclate 38 gm,10,9,Snacks (Biscuits Cake Chips)
1043,rio strawberry vanilla  40.7 gm (13),10,9,Snacks (Biscuits Cake Chips)
1044,click half roll biscuit,11,10,Snacks (Biscuits Cake Chips)
1045,ebm marie 130.4 gm pkt (13),79,75,Snacks (Biscuits Cake Chips)
1046,best food italian cracker 200 gm(38),125,112,Snacks (Biscuits Cake Chips)
1047,treat mini half roll(59),10,9,Snacks (Biscuits Cake Chips)
1048,choco bunny(50 pcs) 12 jar rs.5(61),5,4,Snacks (Biscuits Cake Chips)
1049,cfl  rio fruity treat mp ticky pack 14 gm (13),10,9,Snacks (Biscuits Cake Chips)
1050,potato sticks pepper & salt 40g,14,13,Snacks (Biscuits Cake Chips)
1051,english biscuits click 59.20 gm (14),20,19,Snacks (Biscuits Cake Chips)
1052,ebm  marie munch pack 48.9 gm (13),30,28,Snacks (Biscuits Cake Chips)
1053,kolson roll cake 22 gm,5,4,Snacks (Biscuits Cake Chips)
1054,ebm chocoiicious cc snack pack 18.9 gm (14),15,14,Snacks (Biscuits Cake Chips)
1055,cfl butter puff snack pack 17 gm (13),15,14,Snacks (Biscuits Cake Chips)
1056,sooper classic promo316.8 gm  (1 ticky pack free),240,216,Snacks (Biscuits Cake Chips)
1057,novella strawberry 24 x 24 box(61),15,14,Snacks (Biscuits Cake Chips)
1058,power full saltish 15 gm g-food(32),5,4,Snacks (Biscuits Cake Chips)
1059,cfl gîuco snackpack29.1 gm (13),15,14,Snacks (Biscuits Cake Chips)
1060,english biscuits chocolate sandwich 24 gm (13),10,9,Snacks (Biscuits Cake Chips)
1061,snackers pizza 11 gm,10,9,Snacks (Biscuits Cake Chips)
1062,lu chocofill bar pack,5,4,Snacks (Biscuits Cake Chips)
1063,lu n/nan khatai biscuit 28 grm,5,4,Snacks (Biscuits Cake Chips)
1064,gluco 72.8 gm x 6 hr (14),40,38,Snacks (Biscuits Cake Chips)
1065,digestive innovative rs. 15(59),15,14,Snacks (Biscuits Cake Chips)
1066,nutri chipsticks hot chilli 30 gm (1w),70,66,Snacks (Biscuits Cake Chips)
1067,nutri chipsticks  bar bq 30 gm (1w),70,66,Snacks (Biscuits Cake Chips)
1068,rio strawberry vanilla 21 gm (13),10,9,Snacks (Biscuits Cake Chips)
1069,spicy finger chips 100 gm,29,27,Snacks (Biscuits Cake Chips)
1070,sucofine table top sweetener 650 tablets,550,467,Chocolates Toffees Sweets
1071,milk tofee  220 gm,5,4,Chocolates Toffees Sweets
1072,milk chocolate eclairs box 220 gm,3,2,Chocolates Toffees Sweets
1073,coco delight f/p,29,27,Chocolates Toffees Sweets
1074,nestle koko crunch 170gm(57),655,556,Chocolates Toffees Sweets
1075,bubble your name 8 jar 90pcs big(61),2,1,Chocolates Toffees Sweets
1076,paradise plus  summer(12pcs 36 box)(61),10,9,Chocolates Toffees Sweets
1077,nutri nutri kasmiri pan masala jar150 gm (1w),215,193,Chocolates Toffees Sweets
1078,cadbarry d/milk bubly 40gm,70,66,Chocolates Toffees Sweets
1079,bisca chocolate enrobed biscut 12x24(61),20,19,Chocolates Toffees Sweets
1080,choc-oh rs 20/-(61),20,19,Chocolates Toffees Sweets
1081,hilal cup cake chocolate 12*24 boxes,10,9,Chocolates Toffees Sweets
1082,chilli milli jelly rs 20 (61),20,19,Chocolates Toffees Sweets
1083,coco delight tiki pack,5,4,Chocolates Toffees Sweets
1084,abc jelly rs 20 (61),20,19,Chocolates Toffees Sweets
1085,chapat candy kairi rs 2(61),2,1,Chocolates Toffees Sweets
1086,chip choc soft butter (kolson),10,9,Chocolates Toffees Sweets
1087,milky toffee rs 5 bag (61),5,4,Chocolates Toffees Sweets
1088,jammin orange 30x24(61),5,4,Chocolates Toffees Sweets
1089,super fanty rs.02 (70 pc x 30 box),2,2,Chocolates Toffees Sweets
1090,choclate chip cookies t/p(59),7,6,Chocolates Toffees Sweets
1091,cadbury s/ice 12.5 gm h/p,10,9,Chocolates Toffees Sweets
1092,lotte out peppermint 23.8g,19,18,Chocolates Toffees Sweets
1093,nutri sonf roasted  pouch60 gm (1w),280,252,Chocolates Toffees Sweets
1094,nutri pan masala sweet jar150 gm (1w),180,162,Chocolates Toffees Sweets
1095,nutri pan parag gotta masala jar150 gm (1w),160,144,Chocolates Toffees Sweets
1096,orange candy,2,1,Chocolates Toffees Sweets
1097,puff marshmallow (color party)24 bags 200(61),50,47,Chocolates Toffees Sweets
1098,now chocolate paste(61),5,4,Chocolates Toffees Sweets
1099,jubilee 8 gm (mitchells fruit)(44),10,9,Chocolates Toffees Sweets
1100,nutri chikee peanut 70 - 80 gm (1w),135,121,Chocolates Toffees Sweets
1101,fauji chocolate corn pops 250 gm pkt,397,357,Chocolates Toffees Sweets
1102,super twister (24 pc) 18 boxes,5,4,Chocolates Toffees Sweets
1103,now rs 5 saver pack 18 pc x 36 boxes(61),5,4,Chocolates Toffees Sweets
1104,puff marshmallow (rainbow) 24 bags(61),50,47,Chocolates Toffees Sweets
1105,happy harts corrugated 7 gm,10,9,Chocolates Toffees Sweets
1106,chocolay family pack,29,27,Chocolates Toffees Sweets
1107,flip grape rs 2 35 pc x 60 bags(61),2,2,Chocolates Toffees Sweets
1108,bubble your name rs 5 (61),5,4,Chocolates Toffees Sweets
1109,galxy 47 gm,87,82,Chocolates Toffees Sweets
1110,baison 1 kg (only for jails)(39),284,255,Pulses
1111,crown basin 1kg(131)(p),407,366,Pulses
1112,crown masoor whole 250gm(131)(p),117,105,Pulses
1113,crown moong shell 500 gm(131)(p),213,191,Pulses
1114,divine foods mash washed  500 gm(137)(p),287,258,Pulses
1115,crown moong washed 500 gm(131)(p),231,207,Pulses
1116,crown white lobia 500 gm(131)(p),260,234,Pulses
1117,crown dal masoor washed 250gm(131)(p),117,105,Pulses
1118,divine foods dal chana 1kg(137)(p),296,266,Pulses
1119,divine foods dal chana 500 gm(137)(p),154,138,Pulses
1120,divine foods white lobia 1kg(137)(p),403,362,Pulses
1121,crown moong washed 1kg(131)(p),429,386,Pulses
1122,black chana 1kg (best foods)(143)(p),430,387,Pulses
1123,crown red lobia 1kg(131)(p),704,598,Pulses
1124,brit led bulbs 20 watts (t shape)(25),315,283,Electric Bulbs/Solar Light
1125,portable solar light-s20,1150,920,Electric Bulbs/Solar Light
1126,brit smd bulbs 7 watts(25),170,153,Electric Bulbs/Solar Light
1127,sunslik shampoo long & healty 70ml(55),140,126,Hair Shampoos
1128,dove  shampoo nourishing oil 175 ml(08),385,346,Hair Shampoos
1129,clear shampoo men deep clean 315 ml(55),875,743,Hair Shampoos
1130,bio amla shampoo med(31),188,169,Hair Shampoos
1131,johnson baby/l/shampoo 750ml,325,292,Hair Shampoos
1132,lifebouy shampoo herbal 370 ml(08),525,446,Hair Shampoos
1133,clear shampoo lemon fresh 380 ml(08),775,658,Hair Shampoos
1134,lifebuoy herbal 360 ml,285,256,Hair Shampoos
1135,sunsilk shampoo long & healthy 4.5ml(08),5,4,Hair Shampoos
1136,dabur a/srson amla 200ml,63,59,Hair Shampoos
1137,sunsilk black shine shampoo (local) 185 ml(08),385,346,Hair Shampoos
1138,medicam shampoo month pack new kalonji(09),59,56,Hair Shampoos
1139,h&s silky black 185ml-g(10),434,390,Hair Shampoos
1140,protien shampoo extra 200ml,175,157,Hair Shampoos
1141,sunsilk shampoo black 70 ml(55),140,126,Hair Shampoos
1142,"dove shampoo(old) 250 ml,",165,148,Hair Shampoos
1143,clear cool black 200 ml(08),250,225,Hair Shampoos
1144,pantene or frizz control 275 pk(10),598,508,Hair Shampoos
1145,sunsilk shampoo thick & long 4.5ml(08),5,4,Hair Shampoos
1146,h&s 75ml cc b2(10),207,186,Hair Shampoos
1147,h&s s&s 2 in 1 190ml-e(10),483,434,Hair Shampoos
1148,new pantene iris ss 5ml(10),5,4,Hair Shampoos
1149,he cd blue ginger 400ml- set b(10),648,550,Hair Shampoos
1150,lifebouy shampoo shny & soft 9 ml(08),5,4,Hair Shampoos
1151,h&s 650ml cc-f(10),1413,1130,Hair Shampoos
1152,dove shampoo nourishing oil uk 250 ml(55),590,501,Hair Shampoos
1153,"forhans,s amla herbal shampoo 400 ml",235,211,Hair Shampoos
1154,sunsilk shampoo 700ml black shine,691,587,Hair Shampoos
1155,sunsilk thick & long shampoo local 200 ml,228,205,Hair Shampoos
1156,palmolive natural shampoo green 350 ml(05),545,463,Hair Shampoos
1157,protien con repair 200ml,175,157,Hair Shampoos
1158,lifebuoy shampoo herbal 90 ml(08),110,99,Hair Shampoos
1159,sunsilk shampoo antibreakage 380 ml(08),425,382,Hair Shampoos
1160,garnier fructis shampoo 350ml,310,279,Hair Shampoos
1161,shampo head & shoulders supmeme 80ml(55),145,130,Hair Shampoos
1162,clear shampoo 350 ml,295,265,Hair Shampoos
1163,h/w style shampoo 250 ml,270,243,Hair Shampoos
1164,dove sham dryness care 360 ml(08),794,674,Hair Shampoos
1165,ppv 185ml ahf-f(10),424,381,Hair Shampoos
